outcome,iso3,coverage,PAF_diet,share_reach,flow_available,pif_med_pop,pif_resid_pop,averted_med_raw,averted_med_samebase,spillover_nondiet,averted_resid_samebase,flow_ratio
IschStroke,EGY,0.2,0.05281696639024124,0.6455360106206439,True,0.010778276507086924,0.02188316745378254,0.20406845079762814,0.20406845079762814,0.0,0.4143207940436692,0.3161224895903617
IschStroke,EGY,0.5,0.05281696639024124,0.6455360106206439,True,0.026945691267717314,0.05470791863445635,0.5101711269940704,0.5101711269940704,0.0,1.035801985109173,0.7903062239759044
IschStroke,GBR,0.05,0.08310330484193981,0.6136543014996053,True,0.002207348393908325,0.004481586133086598,0.026561499546939083,0.026561499546939083,0.0,0.053927893019542976,0.04328414138388659
IschStroke,GBR,0.1,0.08310330484193981,0.6136543014996053,True,0.00441469678781665,0.008963172266173196,0.053122999093878166,0.053122999093878166,0.0,0.10785578603908595,0.08656828276777317
IschStroke,GBR,0.2,0.08310330484193981,0.6136543014996053,True,0.0088293935756333,0.017926344532346393,0.10624599818775633,0.10624599818775633,0.0,0.2157115720781719,0.17313656553554635
IschStroke,GBR,0.5,0.08310330484193981,0.6136543014996053,True,0.022073483939083243,0.04481586133086598,0.26561499546939077,0.26561499546939077,0.0,0.5392789301954297,0.43284141383886576
IschStroke,GLB,0.05,0.14337628328090896,0.5766584238253951,True,0.0012434539149555539,0.002524588251576427,0.008672661101971277,0.008672661101971277,0.0,0.0176081301161235,0.015039511682564528
IschStroke,GLB,0.1,0.14337628328090896,0.5766584238253951,True,0.0024869078299111077,0.005049176503152854,0.017345322203942554,0.017345322203942554,0.0,0.035216260232247,0.030079023365129055
IschStroke,GLB,0.2,0.14337628328090896,0.5766584238253951,True,0.0049738156598222154,0.010098353006305709,0.03469064440788511,0.03469064440788511,0.0,0.070432520464494,0.06015804673025811
IschStroke,GLB,0.5,0.14337628328090896,0.5766584238253951,True,0.012434539149555538,0.025245882515764272,0.08672661101971277,0.08672661101971277,0.0,0.176081301161235,0.15039511682564527
IschStroke,IND,0.05,0.15718897939184195,0.29912663755458513,True,0.0006290482818241353,0.0012771586327944564,0.00400185995390961,0.00400185995390961,0.0,0.008124988391271026,0.01337848072182921
IschStroke,IND,0.1,0.15718897939184195,0.29912663755458513,True,0.0012580965636482706,0.002554317265588913,0.00800371990781922,0.00800371990781922,0.0,0.01624997678254205,0.02675696144365842
IschStroke,IND,0.2,0.15718897939184195,0.29912663755458513,True,0.0025161931272965413,0.005108634531177826,0.01600743981563844,0.01600743981563844,0.0,0.0324999535650841,0.05351392288731684
IschStroke,IND,0.5,0.15718897939184195,0.29912663755458513,True,0.006290482818241352,0.012771586327944562,0.040018599539096096,0.040018599539096096,0.0,0.08124988391271025,0.13378480721829206
IschStroke,ISR,0.05,0.0654565204902102,0.7314814814814815,True,0.0022495126473737223,0.00456719234466786,0.03436651735422087,0.03436651735422087,0.0,0.06977444432523629,0.04698207435766903
IschStroke,ISR,0.1,0.0654565204902102,0.7314814814814815,True,0.004499025294747445,0.00913438468933572,0.06873303470844173,0.06873303470844173,0.0,0.13954888865047257,0.09396414871533806
IschStroke,ISR,0.2,0.0654565204902102,0.7314814814814815,True,0.00899805058949489,0.01826876937867144,0.13746606941688347,0.13746606941688347,0.0,0.27909777730094515,0.18792829743067613
IschStroke,ISR,0.5,0.0654565204902102,0.7314814814814815,True,0.02249512647373722,0.04567192344667859,0.3436651735422086,0.3436651735422086,0.0,0.6977444432523628,0.46982074357669024
