iso3,arm,coverage,med,yr
GLB,combo,afford,21687298.489898425,27
GLB,diet,0.20,8145950.008994333,27
GLB,diet,0.50,8145950.008994333,27
GLB,diet,afford,8145950.008994333,27
GLB,glp1,0.20,2760877.4801669773,27
GLB,glp1,0.50,6908141.995010931,27
GLB,glp1,afford,13836234.56945879,27
IND,combo,0.20,1239570.6218177113,27
IND,combo,0.50,1559832.7465394742,27
IND,combo,afford,2094421.4927565404,27
IND,diet,0.20,1026265.8417487972,27
IND,diet,0.50,1026265.8417487972,27
IND,diet,afford,1026265.8417487972,27
IND,glp1,0.20,216695.3483849566,27
IND,glp1,0.50,542045.8949641307,27
IND,glp1,afford,1085122.1782572342,27
ISR,combo,0.20,7205.686232729055,27
ISR,combo,0.50,12841.516748368434,27
ISR,combo,afford,22279.133268486607,27
ISR,diet,0.20,3459.433994661684,27
ISR,diet,0.50,3459.433994661684,27
ISR,diet,afford,3459.433994661684,27
ISR,glp1,0.20,3795.292497539128,27
ISR,glp1,0.50,9504.615455953566,27
ISR,glp1,afford,19064.530812284596,27
JPN,combo,0.20,110126.7976882652,27
JPN,combo,0.50,159954.4051809475,27
JPN,combo,afford,243141.2478860654,27
JPN,diet,0.20,76943.00654277645,27
JPN,diet,0.50,76943.00654277645,27
JPN,diet,afford,76943.00654277645,27
JPN,glp1,0.20,33668.04960687697,27
JPN,glp1,0.50,84221.42679913787,27
JPN,glp1,afford,168616.25609269206,27
MEX,combo,0.20,122594.95857316264,27
MEX,combo,0.50,241166.8224012432,27
MEX,combo,afford,440382.07011648535,27
MEX,diet,0.20,43937.06040581969,27
MEX,diet,0.50,43937.06040581969,27
MEX,diet,afford,43937.06040581969,27
MEX,glp1,0.20,79248.49504160817,27
MEX,glp1,0.50,198708.73397138747,27
MEX,glp1,afford,399411.3711409607,27
NGA,combo,0.20,45351.97642423792,27
NGA,combo,0.50,94948.45209719586,27
NGA,combo,afford,78394.7557213485,27
NGA,diet,0.20,12394.237248567366,27
NGA,diet,0.50,12394.237248567366,27
NGA,diet,afford,12394.237248567366,27
NGA,glp1,0.20,33051.385849186394,27
NGA,glp1,0.50,82788.38010744643,27
NGA,glp1,afford,66187.83781309376,27
NZL,combo,0.20,8047.64274879739,27
NZL,combo,0.50,13927.83869863142,27
NZL,combo,afford,23765.61332450764,27
NZL,diet,0.20,4136.815004326502,27
NZL,diet,0.50,4136.815004326502,27
NZL,diet,afford,4136.815004326502,27
NZL,glp1,0.20,3964.508932058412,27
NZL,glp1,0.50,9925.341419667591,27
NZL,glp1,afford,19897.80154340041,27
ROU,combo,0.20,73727.39154012286,27
ROU,combo,0.50,104102.83436289408,27
ROU,combo,afford,155122.72160434272,27
ROU,diet,0.20,53572.98386660205,27
ROU,diet,0.50,53572.98386660205,27
ROU,diet,afford,53572.98386660205,27
ROU,glp1,0.20,20578.77394195456,27
ROU,glp1,0.50,51594.02973051686,27
ROU,glp1,afford,103689.132253759,27
TUR,combo,0.20,126488.00358022597,27
TUR,combo,0.50,237289.3945943478,27
TUR,combo,afford,423251.1430990722,27
TUR,diet,0.20,52936.32154357968,27
TUR,diet,0.50,52936.32154357968,27
TUR,diet,afford,52936.32154357968,27
TUR,glp1,0.20,74235.49540602951,27
TUR,glp1,0.50,186065.76506708076,27
TUR,glp1,afford,373750.7378065744,27
USA,combo,0.20,584828.0681863436,27
USA,combo,0.50,1013565.6236905274,27
USA,combo,afford,1731984.7656010734,27
USA,diet,0.20,299952.18633233063,27
USA,diet,0.50,299952.18633233063,27
USA,diet,afford,299952.18633233063,27
USA,glp1,0.20,288906.343438601,27
USA,glp1,0.50,723693.9457446118,27
USA,glp1,afford,1452207.2487222163,27
ZAF,combo,0.20,21260.07622443344,27
ZAF,combo,0.50,50149.363796278325,27
ZAF,combo,afford,79162.7502813788,27
ZAF,diet,0.20,2067.50414199281,27
ZAF,diet,0.50,2067.50414199281,27
ZAF,diet,afford,2067.50414199281,27
ZAF,glp1,0.20,19215.594902494297,27
ZAF,glp1,0.50,48139.39048847381,27
ZAF,glp1,afford,77187.25297231597,27
AUS,combo,0.20,32408.0738716744,28
AUS,combo,0.50,54385.08716999268,28
AUS,combo,afford,91150.10200289408,28
AUS,diet,0.20,17790.454782976893,28
AUS,diet,0.50,17790.454782976893,28
AUS,diet,afford,17790.454782976893,28
AUS,glp1,0.20,14847.380035077247,28
AUS,glp1,0.50,37168.93599481642,28
AUS,glp1,afford,74507.86780131499,28
BGD,combo,0.20,229088.1885342019,28
BGD,combo,0.50,273464.0965289138,28
BGD,combo,afford,317925.3256580087,28
BGD,diet,0.20,199551.2318510003,28
BGD,diet,0.50,199551.2318510003,28
BGD,diet,afford,199551.2318510003,28
BGD,glp1,0.20,30289.44726657962,28
BGD,glp1,0.50,75795.58081628048,28
BGD,glp1,afford,121388.8308991986,28
BGR,combo,0.20,29709.38980477897,28
BGR,combo,0.50,44324.74047276777,28
BGR,combo,afford,68886.35235073131,28
BGR,diet,0.20,20015.3329734749,28
BGR,diet,0.50,20015.3329734749,28
BGR,diet,afford,20015.3329734749,28
BGR,glp1,0.20,9863.632974692331,28
BGR,glp1,0.50,24734.7751938876,28
BGR,glp1,afford,49726.56431107885,28
BRA,combo,0.20,285584.57247413666,28
BRA,combo,0.50,459339.9378257117,28
BRA,combo,afford,749737.2978477355,28
BRA,diet,0.20,169946.99980059857,28
BRA,diet,0.50,169946.99980059857,28
BRA,diet,afford,169946.99980059857,28
BRA,glp1,0.20,117804.70570215955,28
BRA,glp1,0.50,294808.60428166465,28
BRA,glp1,afford,590613.904843933,28
CAN,combo,0.20,41671.93158420964,28
CAN,combo,0.50,74104.26433782143,28
CAN,combo,afford,128325.84652069196,28
CAN,diet,0.20,20091.90677382128,28
CAN,diet,0.50,20091.90677382128,28
CAN,diet,afford,20091.90677382128,28
CAN,glp1,0.20,21840.573462349414,28
CAN,glp1,0.50,54663.19843833661,28
CAN,glp1,afford,109533.79494216328,28
CHN,combo,0.20,2869315.801718158,28
CHN,combo,0.50,3666869.593338447,28
CHN,combo,afford,4998870.196682049,28
CHN,diet,0.20,2338295.485451748,28
CHN,diet,0.50,2338295.485451748,28
CHN,diet,afford,2338295.485451748,28
CHN,glp1,0.20,544108.5823067378,28
CHN,glp1,0.50,1361305.5441911786,28
CHN,glp1,afford,2726072.914252776,28
DEU,combo,0.20,149317.49255269073,28
DEU,combo,0.50,269105.7246553609,28
DEU,combo,afford,469543.885420606,28
DEU,diet,0.20,69654.75015212482,28
DEU,diet,0.50,69654.75015212482,28
DEU,diet,afford,69654.75015212482,28
DEU,glp1,0.20,80509.60990866726,28
DEU,glp1,0.50,201569.41333352737,28
DEU,glp1,afford,404130.110710676,28
EGY,combo,0.20,175802.20409695117,28
EGY,combo,0.50,347249.92713170743,28
EGY,combo,afford,636146.4050515848,28
EGY,diet,0.20,62267.76285448799,28
EGY,diet,0.50,62267.76285448799,28
EGY,diet,afford,62267.76285448799,28
EGY,glp1,0.20,114272.06164453848,28
EGY,glp1,0.50,286834.03941279504,28
EGY,glp1,afford,577608.8415956533,28
GBR,combo,0.20,85030.59880617683,28
GBR,combo,0.50,149914.5574851918,28
GBR,combo,afford,258412.2261242596,28
GBR,diet,0.20,41863.16577010299,28
GBR,diet,0.50,41863.16577010299,28
GBR,diet,afford,41863.16577010299,28
GBR,glp1,0.20,43731.29936882871,28
GBR,glp1,0.50,109460.06995574509,28
GBR,glp1,afford,219362.94596946597,28
GLB,combo,0.20,11565520.747132132,28
GLB,combo,0.50,15809752.666482244,28
GLB,combo,afford,22900452.85744656,28
GLB,diet,0.20,8740244.296488652,28
GLB,diet,0.50,8740244.296488652,28
GLB,diet,afford,8740244.296488652,28
GLB,glp1,0.20,2888037.1261825096,28
GLB,glp1,0.50,7226434.81238433,28
GLB,glp1,afford,14474140.091349822,28
IND,combo,0.20,1321147.8420460557,28
IND,combo,0.50,1655996.9878921502,28
IND,combo,afford,2214946.9659251706,28
IND,diet,0.20,1098130.6832552352,28
IND,diet,0.50,1098130.6832552352,28
IND,diet,afford,1098130.6832552352,28
IND,glp1,0.20,226608.42208987504,28
IND,glp1,0.50,566847.5234008499,28
IND,glp1,afford,1134788.9083208526,28
ISR,combo,0.20,7670.245484568908,28
ISR,combo,0.50,13606.111017783587,28
ISR,combo,afford,23547.64073607197,28
ISR,diet,0.20,3724.914484883413,28
ISR,diet,0.50,3724.914484883413,28
ISR,diet,afford,3724.914484883413,28
ISR,glp1,0.20,3997.856203958898,28
ISR,glp1,0.50,10012.449873749962,28
ISR,glp1,afford,20085.026682176976,28
JPN,combo,0.20,116171.11259191865,28
JPN,combo,0.50,167820.95824681083,28
JPN,combo,afford,254054.32682873408,28
JPN,diet,0.20,81774.80749418178,28
JPN,diet,0.50,81774.80749418178,28
JPN,diet,afford,81774.80749418178,28
JPN,glp1,0.20,34908.35747375763,28
JPN,glp1,0.50,87325.66565984023,28
JPN,glp1,afford,174836.51661168915,28
MEX,combo,0.20,130085.56103808818,28
MEX,combo,0.50,254825.0223601254,28
MEX,combo,afford,464454.5275914684,28
MEX,diet,0.20,47348.70465912186,28
MEX,diet,0.50,47348.70465912186,28
MEX,diet,afford,47348.70465912186,28
MEX,glp1,0.20,83366.81738699533,28
MEX,glp1,0.50,209054.1424025236,28
MEX,glp1,afford,420271.4001723918,28
NGA,combo,0.20,48231.10843551681,28
NGA,combo,0.50,100616.702440227,28
NGA,combo,afford,83131.73882949576,28
NGA,diet,0.20,13421.665570787922,28
NGA,diet,0.50,13421.665570787922,28
NGA,diet,afford,13421.665570787922,28
NGA,glp1,0.20,34909.94586206414,28
NGA,glp1,0.50,87446.36477016633,28
NGA,glp1,afford,69911.11688648432,28
NZL,combo,0.20,8508.388736344728,28
NZL,combo,0.50,14657.33455518324,28
NZL,combo,afford,24945.81844583697,28
NZL,diet,0.20,4419.088037845571,28
NZL,diet,0.50,4419.088037845571,28
NZL,diet,afford,4419.088037845571,28
NZL,glp1,0.20,4146.209467063838,28
NZL,glp1,0.50,10380.658993582696,28
NZL,glp1,afford,20812.00885609588,28
ROU,combo,0.20,77323.66344540082,28
ROU,combo,0.50,108735.46481100078,28
ROU,combo,afford,161499.56623649417,28
ROU,diet,0.20,56482.4810039405,28
ROU,diet,0.50,56482.4810039405,28
ROU,diet,afford,56482.4810039405,28
ROU,glp1,0.20,21283.82700415455,28
ROU,glp1,0.50,53363.11818693557,28
ROU,glp1,afford,107249.26884129435,28
TUR,combo,0.20,133871.3843820579,28
TUR,combo,0.50,250055.8024773202,28
TUR,combo,afford,445078.9358276104,28
TUR,diet,0.20,56752.96819966483,28
TUR,diet,0.50,56752.96819966483,28
TUR,diet,afford,56752.96819966483,28
TUR,glp1,0.20,77844.84047665757,28
TUR,glp1,0.50,195122.5413800364,28
TUR,glp1,afford,391977.55519156944,28
USA,combo,0.20,617174.0202224916,28
USA,combo,0.50,1064099.136491286,28
USA,combo,afford,1813110.017441531,28
USA,diet,0.20,320241.62152603624,28
USA,diet,0.50,320241.62152603624,28
USA,diet,afford,320241.62152603624,28
USA,glp1,0.20,301200.2779977988,28
USA,glp1,0.50,754533.3564526694,28
USA,glp1,afford,1514239.6984301317,28
ZAF,combo,0.20,22355.416143793394,28
ZAF,combo,0.50,52660.47185353672,28
ZAF,combo,afford,83098.14157063377,28
ZAF,diet,0.20,2223.565288467981,28
ZAF,diet,0.50,2223.565288467981,28
ZAF,diet,afford,2223.565288467981,28
ZAF,glp1,0.20,20156.45697131489,28
ZAF,glp1,0.50,50498.398084263856,28
ZAF,glp1,afford,80972.92410950507,28
AUS,combo,0.20,34275.86306696655,29
AUS,combo,0.50,57268.065511884415,29
AUS,combo,afford,95734.8611974792,29
AUS,diet,0.20,18983.868269236147,29
AUS,diet,0.50,18983.868269236147,29
AUS,diet,afford,18983.868269236147,29
AUS,glp1,0.20,15535.748799156929,29
AUS,glp1,0.50,38893.53469185637,29
AUS,glp1,afford,77969.44978635725,29
BGD,combo,0.20,243151.8932991648,29
BGD,combo,0.50,289463.45768862055,29
BGD,combo,afford,335864.86712743767,29
BGD,diet,0.20,212326.99038866264,29
BGD,diet,0.50,212326.99038866264,29
BGD,diet,afford,212326.99038866264,29
BGD,glp1,0.20,31616.5650567317,29
BGD,glp1,0.50,79117.27335573944,29
BGD,glp1,afford,126709.81664943424,29
BGR,combo,0.20,30971.758223560264,29
BGR,combo,0.50,46018.37112803664,29
BGR,combo,afford,71306.57458381251,29
BGR,diet,0.20,20992.10541347606,29
BGR,diet,0.50,20992.10541347606,29
BGR,diet,afford,20992.10541347606,29
BGR,glp1,0.20,10155.712650508976,29
BGR,glp1,0.50,25467.94927906785,29
BGR,glp1,afford,51203.00644942641,29
BRA,combo,0.20,303013.5399761244,29
BRA,combo,0.50,484951.4267596443,29
BRA,combo,afford,789055.3467900472,29
BRA,diet,0.20,181938.0417325244,29
BRA,diet,0.50,181938.0417325244,29
BRA,diet,afford,181938.0417325244,29
BRA,glp1,0.20,123377.85449353071,29
BRA,glp1,0.50,308767.681809535,29
BRA,glp1,afford,618620.0668017382,29
CAN,combo,0.20,43926.69352412426,29
CAN,combo,0.50,77690.10711031145,29
CAN,combo,afford,134139.75503830158,29
CAN,diet,0.20,21461.65787337121,29
CAN,diet,0.50,21461.65787337121,29
CAN,diet,afford,21461.65787337121,29
CAN,glp1,0.20,22741.910339643666,29
CAN,glp1,0.50,56920.1327700165,29
CAN,glp1,afford,114059.72688405824,29
CHN,combo,0.20,3048983.026801074,29
CHN,combo,0.50,3880478.9419331145,29
CHN,combo,afford,5269201.751049821,29
CHN,diet,0.20,2495372.460939316,29
CHN,diet,0.50,2495372.460939316,29
CHN,diet,afford,2495372.460939316,29
CHN,glp1,0.20,567464.7150585196,29
CHN,glp1,0.50,1419755.236995192,29
CHN,glp1,afford,2843170.836213245,29
DEU,combo,0.20,156563.20937187088,29
DEU,combo,0.50,280923.3100778067,29
DEU,combo,afford,489033.4974540155,29
DEU,diet,0.20,73865.47986801974,29
DEU,diet,0.50,73865.47986801974,29
DEU,diet,afford,73865.47986801974,29
DEU,glp1,0.20,83589.64046108196,29
DEU,glp1,0.50,209289.20508568225,29
DEU,glp1,afford,419635.9587094756,29
EGY,combo,0.20,184987.45562010584,29
EGY,combo,0.50,364083.6733482424,29
EGY,combo,afford,665922.1881736415,29
EGY,diet,0.20,66401.29441588496,29
EGY,diet,0.50,66401.29441588496,29
EGY,diet,afford,66401.29441588496,29
EGY,glp1,0.20,119361.63103365355,29
EGY,glp1,0.50,299629.7455098739,29
EGY,glp1,afford,603445.0256426383,29
GBR,combo,0.20,89373.41748460136,29
GBR,combo,0.50,156774.18388795614,29
GBR,combo,afford,269486.98030339146,29
GBR,diet,0.20,44533.17408733,29
GBR,diet,0.50,44533.17408733,29
GBR,diet,afford,44533.17408733,29
GBR,glp1,0.20,45436.65528846408,29
GBR,glp1,0.50,113731.14145496849,29
GBR,glp1,afford,227930.88865563265,29
GLB,combo,0.20,12293350.828714864,29
GLB,combo,0.50,16724205.599734096,29
GLB,combo,afford,24127001.157034576,29
GLB,diet,0.20,9343921.534930436,29
GLB,diet,0.50,9343921.534930436,29
GLB,diet,afford,9343921.534930436,29
GLB,glp1,0.20,3016003.402751322,29
GLB,glp1,0.50,7546757.282541636,29
GLB,glp1,afford,15116148.661252692,29
IND,combo,0.20,1403664.786065695,29
IND,combo,0.50,1753151.669528575,29
IND,combo,afford,2336549.0461552385,29
IND,diet,0.20,1170901.8454995137,29
IND,diet,0.50,1170901.8454995137,29
IND,diet,afford,1170901.8454995137,29
IND,glp1,0.20,236554.33780339503,29
IND,glp1,0.50,591731.8954921422,29
IND,glp1,afford,1184623.2625712713,29
ISR,combo,0.20,8144.5730381179455,29
ISR,combo,0.50,14385.27048128307,29
ISR,combo,afford,24838.84844427062,29
ISR,diet,0.20,3996.999411779042,29
ISR,diet,0.50,3996.999411779042,29
ISR,diet,afford,3996.999411779042,29
ISR,glp1,0.20,4203.649869727442,29
ISR,glp1,0.50,10528.41137477531,29
ISR,glp1,afford,21121.954696777128,29
JPN,combo,0.20,122235.87356431948,29
JPN,combo,0.50,175697.37935142755,29
JPN,combo,afford,264959.7791798772,29
JPN,diet,0.20,86634.13880032016,29
JPN,diet,0.50,86634.13880032016,29
JPN,diet,afford,86634.13880032016,29
JPN,glp1,0.20,36141.56903342671,29
JPN,glp1,0.50,90412.21415612628,29
JPN,glp1,afford,181021.57085631235,29
MEX,combo,0.20,137682.95431520438,29
MEX,combo,0.50,268647.4921521503,29
MEX,combo,afford,488792.3222082558,29
MEX,diet,0.20,50830.07877781477,29
MEX,diet,0.50,50830.07877781477,29
MEX,diet,afford,50830.07877781477,29
MEX,glp1,0.20,87522.40435548357,29
MEX,glp1,0.50,219494.6257741814,29
MEX,glp1,afford,441328.1956767844,29
NGA,combo,0.20,51175.08938789998,29
NGA,combo,0.50,106401.47165909248,29
NGA,combo,afford,87967.9495216938,29
NGA,diet,0.20,14479.831735463904,29
NGA,diet,0.50,14479.831735463904,29
NGA,diet,afford,14479.831735463904,29
NGA,glp1,0.20,36802.73873921811,29
NGA,glp1,0.50,92190.43692561786,29
NGA,glp1,afford,73703.13032226497,29
NZL,combo,0.20,8972.801208195679,29
NZL,combo,0.50,15391.331723786505,29
NZL,combo,afford,26131.989960502357,29
NZL,diet,0.20,4704.489262299262,29
NZL,diet,0.50,4704.489262299262,29
NZL,diet,afford,4704.489262299262,29
NZL,glp1,0.20,4328.451716246642,29
NZL,glp1,0.50,10837.359721081104,29
NZL,glp1,afford,21729.07943740125,29
ROU,combo,0.20,80897.172083306,29
ROU,combo,0.50,113333.6058069348,29
ROU,combo,afford,167822.50624773424,29
ROU,diet,0.20,59377.06466749511,29
ROU,diet,0.50,59377.06466749511,29
ROU,diet,afford,59377.06466749511,29
ROU,glp1,0.20,21980.61182126596,29
ROU,glp1,0.50,55111.58837797966,29
ROU,glp1,afford,110768.34288350512,29
TUR,combo,0.20,141344.81060656704,29
TUR,combo,0.50,262954.4424488845,29
TUR,combo,afford,467112.3244336401,29
TUR,diet,0.20,60632.28610077884,29
TUR,diet,0.50,60632.28610077884,29
TUR,diet,afford,60632.28610077884,29
TUR,glp1,0.20,81481.65620997673,29
TUR,glp1,0.50,204249.1489202665,29
TUR,glp1,afford,410347.93708069925,29
USA,combo,0.20,649597.4958985375,29
USA,combo,0.50,1114639.662787937,29
USA,combo,afford,1894129.528761389,29
USA,diet,0.20,340656.7428459104,29
USA,diet,0.50,340656.7428459104,29
USA,diet,afford,340656.7428459104,29
USA,glp1,0.20,313444.8084305096,29
USA,glp1,0.50,785251.1011273235,29
USA,glp1,afford,1576035.110163448,29
ZAF,combo,0.20,23463.49410379764,29
ZAF,combo,0.50,55198.50602487527,29
ZAF,combo,afford,87074.88279338458,29
ZAF,diet,0.20,2383.031550144494,29
ZAF,diet,0.50,2383.031550144494,29
ZAF,diet,afford,2383.031550144494,29
ZAF,glp1,0.20,21106.674283193373,29
ZAF,glp1,0.50,52880.9828498807,29
ZAF,glp1,afford,84796.63054379734,29
AUS,combo,0.20,36163.90895015614,30
AUS,combo,0.50,60177.4061514048,30
AUS,combo,afford,100356.42129761854,30
AUS,diet,0.20,20193.532680625947,30
AUS,diet,0.50,20193.532680625947,30
AUS,diet,afford,20193.532680625947,30
AUS,glp1,0.20,16228.213858579516,30
AUS,glp1,0.50,40628.47555196044,30
AUS,glp1,afford,81452.05832392121,30
BGD,combo,0.20,257312.40876895384,30
BGD,combo,0.50,305560.3728818161,30
BGD,combo,afford,353902.8189643773,30
BGD,diet,0.20,225199.12642914636,30
BGD,diet,0.50,225199.12642914636,30
BGD,diet,afford,225199.12642914636,30
BGD,glp1,0.20,32943.762508381995,30
BGD,glp1,0.50,82439.26282895784,30
BGD,glp1,afford,132031.43478137377,30
BGR,combo,0.20,32217.37327373808,30
BGR,combo,0.50,47687.562936521244,30
BGR,combo,afford,73689.52650033346,30
BGR,diet,0.20,21957.24310357737,30
BGR,diet,0.50,21957.24310357737,30
BGR,diet,afford,21957.24310357737,30
BGR,glp1,0.20,10442.482021222586,30
BGR,glp1,0.50,26187.841007007337,30
BGR,glp1,afford,52652.85980689039,30
BRA,combo,0.20,320623.131535211,30
BRA,combo,0.50,510782.0024033456,30
BRA,combo,afford,828659.7845129352,30
BRA,diet,0.20,194084.856094372,30
BRA,diet,0.50,194084.856094372,30
BRA,diet,afford,194084.856094372,30
BRA,glp1,0.20,128976.0916032377,30
BRA,glp1,0.50,322790.7262870243,30
BRA,glp1,afford,646758.356279897,30
CAN,combo,0.20,46193.39392433364,30
CAN,combo,0.50,81285.02431786928,30
CAN,combo,afford,139958.03800211035,30
CAN,diet,0.20,22845.275091619395,30
CAN,diet,0.50,22845.275091619395,30
CAN,diet,afford,22845.275091619395,30
CAN,glp1,0.20,23641.3786243782,30
CAN,glp1,0.50,59172.42759865806,30
CAN,glp1,afford,118576.48668168826,30
CHN,combo,0.20,3229790.2350785653,30
CHN,combo,0.50,4095204.367127604,30
CHN,combo,afford,5540612.529271726,30
CHN,diet,0.20,2653606.104718453,30
CHN,diet,0.50,2653606.104718453,30
CHN,diet,afford,2653606.104718453,30
CHN,glp1,0.20,590801.290005411,30
CHN,glp1,0.50,1478157.296251333,30
CHN,glp1,afford,2960177.6998963323,30
DEU,combo,0.20,163785.4119306367,30
DEU,combo,0.50,292680.1632526754,30
DEU,combo,afford,508401.1785562551,30
DEU,diet,0.20,78077.7098538924,30
DEU,diet,0.50,78077.7098538924,30
DEU,diet,afford,78077.7098538924,30
DEU,glp1,0.20,86644.23515269843,30
DEU,glp1,0.50,216945.72628256783,30
DEU,glp1,afford,435016.35139013024,30
EGY,combo,0.20,194198.6374961563,30
EGY,combo,0.50,380940.06405138137,30
EGY,combo,afford,695721.9661311889,30
EGY,diet,0.20,70564.60683521672,30
EGY,diet,0.50,70564.60683521672,30
EGY,diet,afford,70564.60683521672,30
EGY,glp1,0.20,124446.47350448914,30
EGY,glp1,0.50,312416.16021654673,30
EGY,glp1,afford,629271.2378864549,30
GBR,combo,0.20,93732.9539866318,30
GBR,combo,0.50,163645.09061540334,30
GBR,combo,afford,280564.2801168668,30
GBR,diet,0.20,47223.60677026156,30
GBR,diet,0.50,47223.60677026156,30
GBR,diet,afford,47223.60677026156,30
GBR,glp1,0.20,47138.29455082877,30
GBR,glp1,0.50,117993.054817527,30
GBR,glp1,afford,236480.96202242284,30
GLB,combo,0.20,13029958.861550892,30
GLB,combo,0.50,17648377.44480947,30
GLB,combo,afford,25364869.628701977,30
GLB,diet,0.20,9955757.630616603,30
GLB,diet,0.50,9955757.630616603,30
GLB,diet,afford,9955757.630616603,30
GLB,glp1,0.20,3144597.9949839786,30
GLB,glp1,0.50,7868663.85759297,30
GLB,glp1,afford,15761369.993543023,30
IND,combo,0.20,1486926.9719168078,30
IND,combo,0.50,1851070.5527325445,30
IND,combo,afford,2458948.5774935023,30
IND,diet,0.20,1244406.0202079858,30
IND,diet,0.50,1244406.0202079858,30
IND,diet,afford,1244406.0202079858,30
IND,glp1,0.20,246511.3944804686,30
IND,glp1,0.50,616644.7611579369,30
IND,glp1,afford,1234516.7499165838,30
ISR,combo,0.20,8628.218404321027,30
ISR,combo,0.50,15178.324390450924,30
ISR,combo,afford,26151.717075771547,30
ISR,diet,0.20,4275.384781891298,30
ISR,diet,0.50,4275.384781891298,30
ISR,diet,afford,4275.384781891298,30
ISR,glp1,0.20,4412.522605987263,30
ISR,glp1,0.50,11052.122225236204,30
ISR,glp1,afford,22174.557588279316,30
JPN,combo,0.20,128312.88917942344,30
JPN,combo,0.50,183574.36527272017,30
JPN,combo,afford,275846.4406387074,30
JPN,diet,0.20,91513.54832383116,30
JPN,diet,0.50,91513.54832383116,30
JPN,diet,afford,91513.54832383116,30
JPN,glp1,0.20,37366.905657063486,30
JPN,glp1,0.50,93479.12279225884,30
JPN,glp1,afford,187167.5096286912,30
MEX,combo,0.20,145371.9209160261,30
MEX,combo,0.50,282607.6097040846,30
MEX,combo,afford,513349.5996431218,30
MEX,diet,0.20,54373.51302224437,30
MEX,diet,0.50,54373.51302224437,30
MEX,diet,afford,54373.51302224437,30
MEX,glp1,0.20,91707.61281034107,30
MEX,glp1,0.50,230010.99187040312,30
MEX,glp1,afford,462543.0885244586,30
NGA,combo,0.20,54177.60432144257,30
NGA,combo,0.50,112290.09135988489,30
NGA,combo,afford,92892.83752932624,30
NGA,diet,0.20,15566.65484745854,30
NGA,diet,0.50,15566.65484745854,30
NGA,diet,afford,15566.65484745854,30
NGA,glp1,0.20,38725.51298049756,30
NGA,glp1,0.50,97009.9654904888,30
NGA,glp1,afford,77555.37387826113,30
NZL,combo,0.20,9440.240428133233,30
NZL,combo,0.50,16128.932931365089,30
NZL,combo,afford,27322.79860403608,30
NZL,diet,0.20,4992.549948610387,30
NZL,diet,0.50,4992.549948610387,30
NZL,diet,afford,4992.549948610387,30
NZL,glp1,0.20,4511.059716837914,30
NZL,glp1,0.50,11295.002607199402,30
NZL,glp1,afford,22648.127643299,30
ROU,combo,0.20,84441.97789253668,30
ROU,combo,0.50,117889.79794484458,30
ROU,combo,afford,174081.5409960143,30
ROU,diet,0.20,62251.80637108734,30
ROU,diet,0.50,62251.80637108734,30
ROU,diet,afford,62251.80637108734,30
ROU,glp1,0.20,22668.089240056368,30
ROU,glp1,0.50,56836.83856140264,30
ROU,glp1,afford,114241.13846684743,30
TUR,combo,0.20,148893.20642729005,30
TUR,combo,0.50,275960.5836874902,30
TUR,combo,afford,489310.481840851,30
TUR,diet,0.20,64565.63460040449,30
TUR,diet,0.50,64565.63460040449,30
TUR,diet,afford,64565.63460040449,30
TUR,glp1,0.20,85139.39462774759,30
TUR,glp1,0.50,213429.21473295492,30
TUR,glp1,afford,428829.1288977825,30
USA,combo,0.20,682051.886335512,30
USA,combo,0.50,1165126.3037347011,30
USA,combo,afford,1974958.1581670584,30
USA,diet,0.20,361160.3648607668,30
USA,diet,0.50,361160.3648607668,30
USA,diet,afford,361160.3648607668,30
USA,glp1,0.20,325630.153926864,30
USA,glp1,0.50,815822.5661655591,30
USA,glp1,afford,1637543.7047895193,30
ZAF,combo,0.20,24582.42743381001,30
ZAF,combo,0.50,57759.181236385455,30
ZAF,combo,afford,91086.2861537974,30
ZAF,diet,0.20,2545.621737313627,30
ZAF,diet,0.50,2545.621737313627,30
ZAF,diet,afford,2545.621737313627,30
ZAF,glp1,0.20,22064.64202896785,30
ZAF,glp1,0.50,55283.132587109234,30
ZAF,glp1,afford,88651.952377351,30
AUS,diet_asp,0.20,0.0,1
BGD,diet_asp,0.20,0.0,1
BGR,diet_asp,0.20,0.0,1
BRA,diet_asp,0.20,0.0,1
CAN,diet_asp,0.20,0.0,1
CHN,diet_asp,0.20,0.0,1
DEU,diet_asp,0.20,0.0,1
EGY,diet_asp,0.20,0.0,1
GBR,diet_asp,0.20,0.0,1
GLB,diet_asp,0.20,0.0,1
IND,diet_asp,0.20,0.0,1
ISR,diet_asp,0.20,0.0,1
JPN,diet_asp,0.20,0.0,1
MEX,diet_asp,0.20,0.0,1
NGA,diet_asp,0.20,0.0,1
NZL,diet_asp,0.20,0.0,1
ROU,diet_asp,0.20,0.0,1
TUR,diet_asp,0.20,0.0,1
USA,diet_asp,0.20,0.0,1
ZAF,diet_asp,0.20,0.0,1
AUS,diet_asp,0.20,37.01545356253655,2
BGD,diet_asp,0.20,663.169991917016,2
BGR,diet_asp,0.20,54.934528011335146,2
BRA,diet_asp,0.20,245.6627945506334,2
CAN,diet_asp,0.20,25.72927164621433,2
CHN,diet_asp,0.20,2397.244106377315,2
DEU,diet_asp,0.20,212.21191908320907,2
EGY,diet_asp,0.20,314.5639444193439,2
GBR,diet_asp,0.20,117.38987823775278,2
