iso3,outcome,glp1_channel,conv_wt,deaths,deaths_lo,deaths_hi
EGY,IHD,部分汇流-结构小部可及,0.2012,227.80316357191288,37.103958528343156,473.01272646993607
EGY,IschStroke,完全汇流-结构可及,1.0,9.708446675233027,0.25354740465368925,38.08611833212644
EGY,IschStroke,纯直接效应-结构不可及,0.0,-0.8548898751421162,-3.348176555370256,1.1435257289817617
EGY,IschStroke,部分汇流-结构小部可及,0.1706666666666666,3.150907817976689,-1.9975516918491585,10.430542934895836
EGY,SAH,基本不汇流-结构近乎不可及,0.0299999999999999,0.1832544590292313,-0.009786894714376706,0.5228982833775351
EGY,SAH,完全汇流-结构可及,1.0,0.1355853524308657,0.0007749318184039225,0.6727988584935158
EGY,SAH,纯直接效应-结构不可及,0.0,-0.0943938196021479,-0.5323106005248607,0.21273579227633369
EGY,T2D,完全汇流-结构可及,1.0,8.795791022739918,1.601372905322497,22.342513821292727
EGY,T2D,纯直接效应-结构不可及,0.0,0.1240194408831031,0.006909806963855793,0.44582185010515113
GBR,CKD,完全汇流-结构可及,1.0,2.9151857986271184,0.8865844693437163,6.394812433618311
GBR,ICH,基本不汇流-结构近乎不可及,0.024,0.8039657664645078,-0.0518167810454326,1.6832930751595747
GBR,ICH,完全汇流-结构可及,1.0,0.5422360372209395,5.225535794045692e-05,2.213262693459972
GBR,ICH,纯直接效应-结构不可及,0.0,-0.7078545530127577,-3.873706363840245,2.379715520085992
GBR,ICH,部分汇流-结构小部可及,0.119,0.0485355072569881,-0.0013303905757711962,0.2627814858379844
GBR,IHD,基本不汇流-结构近乎不可及,0.006,13.60348716437715,-17.3369107349785,43.83124744231984
GBR,IHD,完全汇流-结构可及,1.0,3.752857355017802,0.0009561777218184055,14.163728465492927
GBR,IHD,纯直接效应-结构不可及,0.0,21.434729232856544,-5.175432931473768,54.72947260293317
GBR,IHD,部分汇流-结构小部可及,0.2012,40.82830145305866,13.589373747724476,69.81053615414689
GBR,IschStroke,完全汇流-结构可及,1.0,1.6594985829655136,0.16502233261451435,5.541300643201254
GBR,IschStroke,纯直接效应-结构不可及,0.0,0.1187446962182535,-0.4830437942338975,1.1303196530294295
GBR,IschStroke,部分汇流-结构小部可及,0.1706666666666666,1.0721243889174157,-1.3001614608966867,3.6921737643883925
GBR,SAH,基本不汇流-结构近乎不可及,0.0299999999999999,0.3772053067152144,-0.026529807350468598,0.8181052937520056
GBR,SAH,完全汇流-结构可及,1.0,0.1680311753543538,-7.882958771377054e-05,0.7242353957336926
GBR,SAH,纯直接效应-结构不可及,0.0,-0.3610291181540621,-1.852613801241497,1.0756497986168363
GBR,T2D,完全汇流-结构可及,1.0,3.889070132162358,0.951852233334267,7.363352234478364
GBR,T2D,纯直接效应-结构不可及,0.0,0.0770991725265469,0.01628599787387389,0.17416801048888292
GLB,CKD,完全汇流-结构可及,1.0,7.1819359266472,2.4469669315689337,14.612332490927827
