iso3,yr,cum_averted,gdd_var,factor
AUS,18,1849.4,v06,Nuts & seeds
BGD,18,51877.5,v06,Nuts & seeds
BGR,18,2303.5,v06,Nuts & seeds
BRA,18,34072.8,v06,Nuts & seeds
CAN,18,1518.8,v06,Nuts & seeds
CHN,18,93380.2,v06,Nuts & seeds
DEU,18,10413.0,v06,Nuts & seeds
EGY,18,53964.2,v06,Nuts & seeds
GBR,18,11610.8,v06,Nuts & seeds
GLB,18,863369.3,v06,Nuts & seeds
IND,18,339441.4,v06,Nuts & seeds
ISR,18,98.3,v06,Nuts & seeds
JPN,18,11344.0,v06,Nuts & seeds
MEX,18,27655.5,v06,Nuts & seeds
NGA,18,2042.5,v06,Nuts & seeds
NZL,18,487.7,v06,Nuts & seeds
ROU,18,11907.6,v06,Nuts & seeds
TUR,18,6164.8,v06,Nuts & seeds
USA,18,15003.4,v06,Nuts & seeds
ZAF,18,4597.7,v06,Nuts & seeds
AUS,19,2087.3,v06,Nuts & seeds
BGD,19,58157.6,v06,Nuts & seeds
BGR,19,2560.4,v06,Nuts & seeds
BRA,19,38724.5,v06,Nuts & seeds
CAN,19,1725.2,v06,Nuts & seeds
CHN,19,105912.4,v06,Nuts & seeds
DEU,19,11655.2,v06,Nuts & seeds
EGY,19,60856.3,v06,Nuts & seeds
GBR,19,13067.2,v06,Nuts & seeds
GLB,19,978659.9,v06,Nuts & seeds
IND,19,382353.1,v06,Nuts & seeds
ISR,19,111.7,v06,Nuts & seeds
JPN,19,12698.6,v06,Nuts & seeds
MEX,19,31488.4,v06,Nuts & seeds
NGA,19,2328.3,v06,Nuts & seeds
NZL,19,548.9,v06,Nuts & seeds
ROU,19,13208.5,v06,Nuts & seeds
TUR,19,6982.9,v06,Nuts & seeds
USA,19,16925.4,v06,Nuts & seeds
ZAF,19,5244.3,v06,Nuts & seeds
AUS,20,2334.8,v06,Nuts & seeds
BGD,20,64635.4,v06,Nuts & seeds
BGR,20,2821.7,v06,Nuts & seeds
BRA,20,43598.3,v06,Nuts & seeds
CAN,20,1941.0,v06,Nuts & seeds
CHN,20,119018.5,v06,Nuts & seeds
DEU,20,12934.5,v06,Nuts & seeds
EGY,20,68038.8,v06,Nuts & seeds
GBR,20,14577.5,v06,Nuts & seeds
GLB,20,1099234.1,v06,Nuts & seeds
IND,20,426884.3,v06,Nuts & seeds
ISR,20,125.7,v06,Nuts & seeds
JPN,20,14092.2,v06,Nuts & seeds
MEX,20,35520.1,v06,Nuts & seeds
NGA,20,2631.3,v06,Nuts & seeds
NZL,20,612.2,v06,Nuts & seeds
ROU,20,14532.8,v06,Nuts & seeds
TUR,20,7839.2,v06,Nuts & seeds
USA,20,18915.4,v06,Nuts & seeds
ZAF,20,5925.9,v06,Nuts & seeds
AUS,21,2591.1,v06,Nuts & seeds
BGD,21,71290.6,v06,Nuts & seeds
BGR,21,3086.4,v06,Nuts & seeds
BRA,21,48677.2,v06,Nuts & seeds
CAN,21,2165.3,v06,Nuts & seeds
CHN,21,132656.4,v06,Nuts & seeds
DEU,21,14245.9,v06,Nuts & seeds
EGY,21,75492.1,v06,Nuts & seeds
GBR,21,16137.0,v06,Nuts & seeds
GLB,21,1224720.7,v06,Nuts & seeds
IND,21,472893.1,v06,Nuts & seeds
ISR,21,140.3,v06,Nuts & seeds
JPN,21,15520.6,v06,Nuts & seeds
MEX,21,39739.6,v06,Nuts & seeds
NGA,21,2951.0,v06,Nuts & seeds
NZL,21,677.6,v06,Nuts & seeds
ROU,21,15876.3,v06,Nuts & seeds
TUR,21,8731.4,v06,Nuts & seeds
USA,21,20964.8,v06,Nuts & seeds
ZAF,21,6641.0,v06,Nuts & seeds
AUS,22,2855.6,v06,Nuts & seeds
BGD,22,78104.3,v06,Nuts & seeds
BGR,22,3353.9,v06,Nuts & seeds
BRA,22,53944.9,v06,Nuts & seeds
CAN,22,2397.3,v06,Nuts & seeds
CHN,22,146784.9,v06,Nuts & seeds
DEU,22,15584.5,v06,Nuts & seeds
EGY,22,83196.5,v06,Nuts & seeds
GBR,22,17740.9,v06,Nuts & seeds
GLB,22,1354764.7,v06,Nuts & seeds
IND,22,520244.9,v06,Nuts & seeds
ISR,22,155.5,v06,Nuts & seeds
JPN,22,16980.0,v06,Nuts & seeds
MEX,22,44136.0,v06,Nuts & seeds
NGA,22,3287.1,v06,Nuts & seeds
NZL,22,744.9,v06,Nuts & seeds
ROU,22,17235.5,v06,Nuts & seeds
TUR,22,9657.4,v06,Nuts & seeds
USA,22,23065.8,v06,Nuts & seeds
ZAF,22,7388.1,v06,Nuts & seeds
AUS,23,3127.7,v06,Nuts & seeds
BGD,23,85058.6,v06,Nuts & seeds
BGR,23,3623.3,v06,Nuts & seeds
BRA,23,59385.2,v06,Nuts & seeds
CAN,23,2636.3,v06,Nuts & seeds
CHN,23,161363.2,v06,Nuts & seeds
DEU,23,16945.9,v06,Nuts & seeds
EGY,23,91131.6,v06,Nuts & seeds
GBR,23,19384.9,v06,Nuts & seeds
GLB,23,1489024.5,v06,Nuts & seeds
IND,23,568810.4,v06,Nuts & seeds
ISR,23,171.3,v06,Nuts & seeds
JPN,23,18466.9,v06,Nuts & seeds
MEX,23,48698.6,v06,Nuts & seeds
NGA,23,3639.2,v06,Nuts & seeds
NZL,23,813.7,v06,Nuts & seeds
ROU,23,18607.2,v06,Nuts & seeds
TUR,23,10614.9,v06,Nuts & seeds
USA,23,25210.9,v06,Nuts & seeds
ZAF,23,8165.7,v06,Nuts & seeds
AUS,24,3406.7,v06,Nuts & seeds
BGD,24,92136.3,v06,Nuts & seeds
BGR,24,3893.9,v06,Nuts & seeds
BRA,24,64982.2,v06,Nuts & seeds
CAN,24,2881.4,v06,Nuts & seeds
CHN,24,176351.0,v06,Nuts & seeds
DEU,24,18325.8,v06,Nuts & seeds
EGY,24,99276.1,v06,Nuts & seeds
GBR,24,21064.8,v06,Nuts & seeds
GLB,24,1627169.7,v06,Nuts & seeds
IND,24,618463.5,v06,Nuts & seeds
ISR,24,187.6,v06,Nuts & seeds
JPN,24,19978.2,v06,Nuts & seeds
MEX,24,53416.8,v06,Nuts & seeds
NGA,24,4006.8,v06,Nuts & seeds
NZL,24,884.1,v06,Nuts & seeds
ROU,24,19988.1,v06,Nuts & seeds
TUR,24,11601.6,v06,Nuts & seeds
USA,24,27393.5,v06,Nuts & seeds
ZAF,24,8972.4,v06,Nuts & seeds
AUS,25,3692.1,v06,Nuts & seeds
BGD,25,99320.5,v06,Nuts & seeds
BGR,25,4165.3,v06,Nuts & seeds
BRA,25,70720.2,v06,Nuts & seeds
CAN,25,3132.1,v06,Nuts & seeds
CHN,25,191708.4,v06,Nuts & seeds
DEU,25,19720.2,v06,Nuts & seeds
EGY,25,107607.4,v06,Nuts & seeds
GBR,25,22776.4,v06,Nuts & seeds
GLB,25,1768878.5,v06,Nuts & seeds
IND,25,669079.2,v06,Nuts & seeds
ISR,25,204.5,v06,Nuts & seeds
JPN,25,21511.2,v06,Nuts & seeds
MEX,25,58279.8,v06,Nuts & seeds
NGA,25,4389.7,v06,Nuts & seeds
NZL,25,955.8,v06,Nuts & seeds
ROU,25,21375.4,v06,Nuts & seeds
TUR,25,12615.3,v06,Nuts & seeds
USA,25,29607.5,v06,Nuts & seeds
ZAF,25,9806.9,v06,Nuts & seeds
AUS,26,3983.3,v06,Nuts & seeds
BGD,26,106594.2,v06,Nuts & seeds
BGR,26,4436.7,v06,Nuts & seeds
BRA,26,76583.9,v06,Nuts & seeds
CAN,26,3387.6,v06,Nuts & seeds
CHN,26,207395.7,v06,Nuts & seeds
DEU,26,21125.3,v06,Nuts & seeds
EGY,26,116101.3,v06,Nuts & seeds
GBR,26,24515.8,v06,Nuts & seeds
GLB,26,1913834.8,v06,Nuts & seeds
IND,26,720532.3,v06,Nuts & seeds
ISR,26,221.8,v06,Nuts & seeds
JPN,26,23063.0,v06,Nuts & seeds
MEX,26,63276.9,v06,Nuts & seeds
NGA,26,4787.2,v06,Nuts & seeds
NZL,26,1028.7,v06,Nuts & seeds
ROU,26,22766.2,v06,Nuts & seeds
TUR,26,13653.8,v06,Nuts & seeds
USA,26,31847.1,v06,Nuts & seeds
ZAF,26,10667.7,v06,Nuts & seeds
AUS,27,4279.9,v06,Nuts & seeds
BGD,27,113940.3,v06,Nuts & seeds
BGR,27,4707.6,v06,Nuts & seeds
BRA,27,82557.7,v06,Nuts & seeds
CAN,27,3647.4,v06,Nuts & seeds
CHN,27,223373.4,v06,Nuts & seeds
DEU,27,22537.9,v06,Nuts & seeds
EGY,27,124731.9,v06,Nuts & seeds
GBR,27,26279.3,v06,Nuts & seeds
GLB,27,2061726.4,v06,Nuts & seeds
IND,27,772696.6,v06,Nuts & seeds
ISR,27,239.7,v06,Nuts & seeds
JPN,27,24631.1,v06,Nuts & seeds
MEX,27,68397.3,v06,Nuts & seeds
NGA,27,5198.8,v06,Nuts & seeds
NZL,27,1102.7,v06,Nuts & seeds
ROU,27,24157.8,v06,Nuts & seeds
TUR,27,14714.7,v06,Nuts & seeds
USA,27,34107.1,v06,Nuts & seeds
ZAF,27,11553.5,v06,Nuts & seeds
AUS,28,4581.5,v06,Nuts & seeds
BGD,28,121341.5,v06,Nuts & seeds
BGR,28,4977.5,v06,Nuts & seeds
BRA,28,88626.5,v06,Nuts & seeds
CAN,28,3910.9,v06,Nuts & seeds
CHN,28,239602.7,v06,Nuts & seeds
DEU,28,23954.7,v06,Nuts & seeds
EGY,28,133471.5,v06,Nuts & seeds
GBR,28,28063.0,v06,Nuts & seeds
GLB,28,2212242.7,v06,Nuts & seeds
IND,28,825443.5,v06,Nuts & seeds
ISR,28,258.0,v06,Nuts & seeds
JPN,28,26212.8,v06,Nuts & seeds
MEX,28,73630.0,v06,Nuts & seeds
NGA,28,5624.0,v06,Nuts & seeds
NZL,28,1177.5,v06,Nuts & seeds
ROU,28,25547.2,v06,Nuts & seeds
TUR,28,15795.6,v06,Nuts & seeds
USA,28,36382.7,v06,Nuts & seeds
ZAF,28,12462.9,v06,Nuts & seeds
AUS,29,4887.4,v06,Nuts & seeds
BGD,29,128780.0,v06,Nuts & seeds
BGR,29,5245.9,v06,Nuts & seeds
BRA,29,94775.0,v06,Nuts & seeds
CAN,29,4177.4,v06,Nuts & seeds
CHN,29,256045.2,v06,Nuts & seeds
DEU,29,25372.8,v06,Nuts & seeds
EGY,29,142291.3,v06,Nuts & seeds
GBR,29,29863.3,v06,Nuts & seeds
GLB,29,2365072.3,v06,Nuts & seeds
IND,29,878642.2,v06,Nuts & seeds
ISR,29,276.8,v06,Nuts & seeds
JPN,29,27805.6,v06,Nuts & seeds
MEX,29,78963.8,v06,Nuts & seeds
NGA,29,6061.9,v06,Nuts & seeds
NZL,29,1253.1,v06,Nuts & seeds
ROU,29,26931.8,v06,Nuts & seeds
TUR,29,16894.0,v06,Nuts & seeds
USA,29,38669.3,v06,Nuts & seeds
ZAF,29,13394.2,v06,Nuts & seeds
AUS,30,5197.3,v06,Nuts & seeds
BGD,30,136237.7,v06,Nuts & seeds
BGR,30,5512.1,v06,Nuts & seeds
BRA,30,100987.8,v06,Nuts & seeds
CAN,30,4446.6,v06,Nuts & seeds
CHN,30,272663.1,v06,Nuts & seeds
DEU,30,26789.4,v06,Nuts & seeds
EGY,30,151160.7,v06,Nuts & seeds
GBR,30,31676.8,v06,Nuts & seeds
GLB,30,2519901.8,v06,Nuts & seeds
IND,30,932159.4,v06,Nuts & seeds
ISR,30,295.9,v06,Nuts & seeds
JPN,30,29406.9,v06,Nuts & seeds
MEX,30,84387.1,v06,Nuts & seeds
NGA,30,6512.0,v06,Nuts & seeds
NZL,30,1329.4,v06,Nuts & seeds
ROU,30,28308.8,v06,Nuts & seeds
TUR,30,18007.2,v06,Nuts & seeds
USA,30,40962.8,v06,Nuts & seeds
ZAF,30,14346.0,v06,Nuts & seeds
AUS,1,0.0,v08,Whole grains
BGD,1,0.0,v08,Whole grains
BGR,1,0.0,v08,Whole grains
BRA,1,0.0,v08,Whole grains
CAN,1,0.0,v08,Whole grains
CHN,1,0.0,v08,Whole grains
DEU,1,0.0,v08,Whole grains
EGY,1,0.0,v08,Whole grains
GBR,1,0.0,v08,Whole grains
GLB,1,0.0,v08,Whole grains
IND,1,0.0,v08,Whole grains
ISR,1,0.0,v08,Whole grains
JPN,1,0.0,v08,Whole grains
MEX,1,0.0,v08,Whole grains
NGA,1,0.0,v08,Whole grains
NZL,1,0.0,v08,Whole grains
ROU,1,0.0,v08,Whole grains
TUR,1,0.0,v08,Whole grains
USA,1,0.0,v08,Whole grains
ZAF,1,0.0,v08,Whole grains
AUS,2,15.7,v08,Whole grains
BGD,2,182.4,v08,Whole grains
BGR,2,13.3,v08,Whole grains
BRA,2,64.1,v08,Whole grains
CAN,2,10.4,v08,Whole grains
CHN,2,762.1,v08,Whole grains
DEU,2,56.6,v08,Whole grains
EGY,2,30.8,v08,Whole grains
GBR,2,37.2,v08,Whole grains
GLB,2,2914.0,v08,Whole grains
IND,2,586.7,v08,Whole grains
ISR,2,1.9,v08,Whole grains
JPN,2,73.5,v08,Whole grains
MEX,2,2.3,v08,Whole grains
NGA,2,9.3,v08,Whole grains
NZL,2,3.8,v08,Whole grains
ROU,2,35.8,v08,Whole grains
TUR,2,48.4,v08,Whole grains
USA,2,176.8,v08,Whole grains
ZAF,2,1.5,v08,Whole grains
AUS,3,52.8,v08,Whole grains
BGD,3,606.8,v08,Whole grains
BGR,3,43.1,v08,Whole grains
BRA,3,224.0,v08,Whole grains
CAN,3,36.0,v08,Whole grains
CHN,3,2632.4,v08,Whole grains
DEU,3,193.1,v08,Whole grains
EGY,3,96.0,v08,Whole grains
GBR,3,126.7,v08,Whole grains
GLB,3,10042.7,v08,Whole grains
IND,3,1995.4,v08,Whole grains
ISR,3,6.5,v08,Whole grains
JPN,3,252.0,v08,Whole grains
MEX,3,8.0,v08,Whole grains
NGA,3,31.5,v08,Whole grains
NZL,3,12.7,v08,Whole grains
ROU,3,109.2,v08,Whole grains
TUR,3,154.0,v08,Whole grains
USA,3,603.6,v08,Whole grains
ZAF,3,5.2,v08,Whole grains
AUS,4,120.4,v08,Whole grains
BGD,4,1374.0,v08,Whole grains
BGR,4,95.3,v08,Whole grains
BRA,4,525.3,v08,Whole grains
CAN,4,83.8,v08,Whole grains
CHN,4,6121.0,v08,Whole grains
DEU,4,442.1,v08,Whole grains
EGY,4,210.4,v08,Whole grains
GBR,4,290.2,v08,Whole grains
GLB,4,23279.6,v08,Whole grains
IND,4,4585.0,v08,Whole grains
ISR,4,15.1,v08,Whole grains
JPN,4,578.5,v08,Whole grains
MEX,4,19.0,v08,Whole grains
NGA,4,72.2,v08,Whole grains
NZL,4,28.8,v08,Whole grains
ROU,4,233.7,v08,Whole grains
TUR,4,340.8,v08,Whole grains
USA,4,1390.8,v08,Whole grains
ZAF,4,11.8,v08,Whole grains
AUS,5,231.0,v08,Whole grains
BGD,5,2614.1,v08,Whole grains
BGR,5,177.4,v08,Whole grains
BRA,5,1026.7,v08,Whole grains
CAN,5,163.4,v08,Whole grains
CHN,5,11895.4,v08,Whole grains
DEU,5,843.0,v08,Whole grains
EGY,5,392.6,v08,Whole grains
GBR,5,554.9,v08,Whole grains
GLB,5,45062.0,v08,Whole grains
IND,5,8812.7,v08,Whole grains
ISR,5,29.2,v08,Whole grains
JPN,5,1106.0,v08,Whole grains
MEX,5,37.4,v08,Whole grains
NGA,5,139.3,v08,Whole grains
NZL,5,54.9,v08,Whole grains
ROU,5,425.0,v08,Whole grains
TUR,5,638.9,v08,Whole grains
USA,5,2682.1,v08,Whole grains
ZAF,5,22.6,v08,Whole grains
AUS,6,398.2,v08,Whole grains
BGD,6,4470.8,v08,Whole grains
BGR,6,297.4,v08,Whole grains
BRA,6,1795.2,v08,Whole grains
CAN,6,285.4,v08,Whole grains
CHN,6,20719.4,v08,Whole grains
DEU,6,1435.5,v08,Whole grains
EGY,6,662.7,v08,Whole grains
GBR,6,949.9,v08,Whole grains
GLB,6,78122.3,v08,Whole grains
IND,6,15178.8,v08,Whole grains
ISR,6,50.6,v08,Whole grains
JPN,6,1889.6,v08,Whole grains
MEX,6,65.8,v08,Whole grains
NGA,6,241.3,v08,Whole grains
NZL,6,94.0,v08,Whole grains
ROU,6,698.8,v08,Whole grains
TUR,6,1081.2,v08,Whole grains
USA,6,4639.8,v08,Whole grains
ZAF,6,38.9,v08,Whole grains
AUS,7,635.0,v08,Whole grains
BGD,7,7075.0,v08,Whole grains
BGR,7,461.2,v08,Whole grains
BRA,7,2896.2,v08,Whole grains
CAN,7,460.4,v08,Whole grains
CHN,7,33339.6,v08,Whole grains
DEU,7,2253.3,v08,Whole grains
EGY,7,1038.7,v08,Whole grains
GBR,7,1501.4,v08,Whole grains
GLB,7,125069.7,v08,Whole grains
IND,7,24140.2,v08,Whole grains
ISR,7,81.3,v08,Whole grains
JPN,7,2977.0,v08,Whole grains
MEX,7,106.9,v08,Whole grains
NGA,7,387.2,v08,Whole grains
NZL,7,149.0,v08,Whole grains
ROU,7,1066.3,v08,Whole grains
TUR,7,1697.0,v08,Whole grains
USA,7,7419.4,v08,Whole grains
ZAF,7,62.1,v08,Whole grains
AUS,8,951.5,v08,Whole grains
BGD,8,10520.5,v08,Whole grains
BGR,8,671.4,v08,Whole grains
BRA,8,4384.5,v08,Whole grains
CAN,8,697.2,v08,Whole grains
CHN,8,50366.2,v08,Whole grains
DEU,8,3317.8,v08,Whole grains
EGY,8,1533.3,v08,Whole grains
GBR,8,2227.7,v08,Whole grains
GLB,8,187972.6,v08,Whole grains
IND,8,36030.3,v08,Whole grains
ISR,8,122.6,v08,Whole grains
JPN,8,4399.0,v08,Whole grains
MEX,8,162.7,v08,Whole grains
NGA,8,584.1,v08,Whole grains
NZL,8,221.7,v08,Whole grains
ROU,8,1531.6,v08,Whole grains
TUR,8,2507.6,v08,Whole grains
USA,8,11145.1,v08,Whole grains
ZAF,8,93.1,v08,Whole grains
AUS,9,1353.4,v08,Whole grains
BGD,9,14852.5,v08,Whole grains
BGR,9,927.0,v08,Whole grains
BRA,9,6297.3,v08,Whole grains
CAN,9,1001.5,v08,Whole grains
CHN,9,72198.8,v08,Whole grains
DEU,9,4636.8,v08,Whole grains
EGY,9,2152.2,v08,Whole grains
GBR,9,3137.3,v08,Whole grains
GLB,9,268125.4,v08,Whole grains
IND,9,51021.5,v08,Whole grains
ISR,9,175.6,v08,Whole grains
JPN,9,6166.5,v08,Whole grains
MEX,9,234.8,v08,Whole grains
NGA,9,837.3,v08,Whole grains
NZL,9,313.5,v08,Whole grains
ROU,9,2092.0,v08,Whole grains
TUR,9,3523.9,v08,Whole grains
USA,9,15894.8,v08,Whole grains
ZAF,9,132.5,v08,Whole grains
AUS,10,1842.1,v08,Whole grains
BGD,10,20071.5,v08,Whole grains
BGR,10,1224.0,v08,Whole grains
BRA,10,8654.3,v08,Whole grains
CAN,10,1376.3,v08,Whole grains
CHN,10,99017.0,v08,Whole grains
DEU,10,6206.3,v08,Whole grains
EGY,10,2895.3,v08,Whole grains
GBR,10,4229.4,v08,Whole grains
GLB,10,366049.4,v08,Whole grains
IND,10,69135.4,v08,Whole grains
ISR,10,240.7,v08,Whole grains
JPN,10,8272.1,v08,Whole grains
MEX,10,323.8,v08,Whole grains
NGA,10,1149.5,v08,Whole grains
NZL,10,424.3,v08,Whole grains
ROU,10,2739.6,v08,Whole grains
TUR,10,4747.6,v08,Whole grains
USA,10,21699.2,v08,Whole grains
ZAF,10,180.5,v08,Whole grains
AUS,11,2416.1,v08,Whole grains
BGD,11,26144.8,v08,Whole grains
BGR,11,1556.9,v08,Whole grains
BRA,11,11460.0,v08,Whole grains
CAN,11,1822.0,v08,Whole grains
CHN,11,130817.6,v08,Whole grains
DEU,11,8015.1,v08,Whole grains
EGY,11,3758.5,v08,Whole grains
GBR,11,5496.9,v08,Whole grains
GLB,11,481646.0,v08,Whole grains
IND,11,90282.9,v08,Whole grains
ISR,11,318.0,v08,Whole grains
JPN,11,10695.6,v08,Whole grains
MEX,11,430.0,v08,Whole grains
NGA,11,1522.0,v08,Whole grains
NZL,11,553.6,v08,Whole grains
ROU,11,3463.8,v08,Whole grains
TUR,11,6173.9,v08,Whole grains
USA,11,28549.6,v08,Whole grains
ZAF,11,237.0,v08,Whole grains
AUS,12,3071.4,v08,Whole grains
BGD,12,33020.1,v08,Whole grains
BGR,12,1919.8,v08,Whole grains
BRA,12,14707.5,v08,Whole grains
CAN,12,2337.2,v08,Whole grains
CHN,12,167467.5,v08,Whole grains
DEU,12,10047.4,v08,Whole grains
EGY,12,4735.0,v08,Whole grains
GBR,12,6928.6,v08,Whole grains
GLB,12,614395.2,v08,Whole grains
IND,12,114307.5,v08,Whole grains
ISR,12,407.2,v08,Whole grains
JPN,12,13409.1,v08,Whole grains
MEX,12,553.2,v08,Whole grains
NGA,12,1954.7,v08,Whole grains
NZL,12,700.4,v08,Whole grains
ROU,12,4253.3,v08,Whole grains
TUR,12,7794.2,v08,Whole grains
USA,12,36409.3,v08,Whole grains
ZAF,12,301.7,v08,Whole grains
AUS,13,3803.2,v08,Whole grains
BGD,13,40636.6,v08,Whole grains
BGR,13,2307.1,v08,Whole grains
BRA,13,18383.0,v08,Whole grains
CAN,13,2919.2,v08,Whole grains
CHN,13,208753.3,v08,Whole grains
DEU,13,12286.4,v08,Whole grains
EGY,13,5817.6,v08,Whole grains
GBR,13,8511.7,v08,Whole grains
GLB,13,763528.6,v08,Whole grains
IND,13,141021.3,v08,Whole grains
ISR,13,507.7,v08,Whole grains
JPN,13,16381.8,v08,Whole grains
MEX,13,692.9,v08,Whole grains
NGA,13,2447.0,v08,Whole grains
NZL,13,863.5,v08,Whole grains
ROU,13,5097.4,v08,Whole grains
TUR,13,9598.2,v08,Whole grains
USA,13,45223.4,v08,Whole grains
ZAF,13,374.3,v08,Whole grains
AUS,14,4606.3,v08,Whole grains
BGD,14,48932.3,v08,Whole grains
BGR,14,2713.6,v08,Whole grains
BRA,14,22468.4,v08,Whole grains
CAN,14,3564.8,v08,Whole grains
CHN,14,254418.9,v08,Whole grains
DEU,14,14714.9,v08,Whole grains
EGY,14,6998.9,v08,Whole grains
GBR,14,10233.4,v08,Whole grains
GLB,14,928156.9,v08,Whole grains
IND,14,170228.9,v08,Whole grains
ISR,14,619.2,v08,Whole grains
JPN,14,19582.9,v08,Whole grains
MEX,14,848.5,v08,Whole grains
NGA,14,2997.9,v08,Whole grains
NZL,14,1041.6,v08,Whole grains
ROU,14,5986.6,v08,Whole grains
TUR,14,11575.0,v08,Whole grains
USA,14,54926.9,v08,Whole grains
ZAF,14,454.2,v08,Whole grains
AUS,15,5475.2,v08,Whole grains
BGD,15,57848.1,v08,Whole grains
BGR,15,3135.3,v08,Whole grains
BRA,15,26943.2,v08,Whole grains
CAN,15,4270.2,v08,Whole grains
CHN,15,304190.3,v08,Whole grains
DEU,15,17316.2,v08,Whole grains
EGY,15,8272.0,v08,Whole grains
GBR,15,12081.4,v08,Whole grains
GLB,15,1107351.0,v08,Whole grains
IND,15,201741.4,v08,Whole grains
ISR,15,740.8,v08,Whole grains
JPN,15,22983.7,v08,Whole grains
MEX,15,1019.3,v08,Whole grains
NGA,15,3606.0,v08,Whole grains
NZL,15,1233.6,v08,Whole grains
ROU,15,6912.6,v08,Whole grains
TUR,15,13714.2,v08,Whole grains
USA,15,65449.8,v08,Whole grains
ZAF,15,541.1,v08,Whole grains
AUS,16,6405.0,v08,Whole grains
BGD,16,67330.0,v08,Whole grains
BGR,16,3568.6,v08,Whole grains
BRA,16,31786.0,v08,Whole grains
CAN,16,5031.6,v08,Whole grains
CHN,16,357790.5,v08,Whole grains
DEU,16,20074.5,v08,Whole grains
EGY,16,9630.7,v08,Whole grains
GBR,16,14044.3,v08,Whole grains
GLB,16,1300189.8,v08,Whole grains
IND,16,235382.8,v08,Whole grains
ISR,16,872.1,v08,Whole grains
JPN,16,26558.1,v08,Whole grains
MEX,16,1204.7,v08,Whole grains
NGA,16,4270.4,v08,Whole grains
NZL,16,1438.0,v08,Whole grains
ROU,16,7868.8,v08,Whole grains
TUR,16,16005.8,v08,Whole grains
USA,16,76720.9,v08,Whole grains
ZAF,16,634.5,v08,Whole grains
AUS,17,7390.9,v08,Whole grains
BGD,17,77329.7,v08,Whole grains
BGR,17,4010.8,v08,Whole grains
BRA,17,36975.3,v08,Whole grains
CAN,17,5845.0,v08,Whole grains
CHN,17,414947.2,v08,Whole grains
DEU,17,22974.5,v08,Whole grains
EGY,17,11069.4,v08,Whole grains
GBR,17,16111.9,v08,Whole grains
GLB,17,1505785.4,v08,Whole grains
IND,17,270992.8,v08,Whole grains
ISR,17,1012.4,v08,Whole grains
JPN,17,30283.2,v08,Whole grains
MEX,17,1404.0,v08,Whole grains
NGA,17,4989.7,v08,Whole grains
NZL,17,1654.0,v08,Whole grains
ROU,17,8849.3,v08,Whole grains
TUR,17,18440.6,v08,Whole grains
USA,17,88669.9,v08,Whole grains
ZAF,17,734.1,v08,Whole grains
AUS,18,8428.7,v08,Whole grains
BGD,18,87804.2,v08,Whole grains
BGR,18,4459.6,v08,Whole grains
BRA,18,42489.6,v08,Whole grains
CAN,18,6706.6,v08,Whole grains
CHN,18,475396.0,v08,Whole grains
DEU,18,26002.0,v08,Whole grains
EGY,18,12583.1,v08,Whole grains
GBR,18,18275.1,v08,Whole grains
GLB,18,1723293.2,v08,Whole grains
IND,18,308425.7,v08,Whole grains
ISR,18,1161.2,v08,Whole grains
JPN,18,34139.2,v08,Whole grains
MEX,18,1616.5,v08,Whole grains
NGA,18,5763.0,v08,Whole grains
NZL,18,1880.5,v08,Whole grains
ROU,18,9849.7,v08,Whole grains
TUR,18,21010.1,v08,Whole grains
USA,18,101228.5,v08,Whole grains
ZAF,18,839.4,v08,Whole grains
AUS,19,9514.3,v08,Whole grains
BGD,19,98715.4,v08,Whole grains
BGR,19,4913.0,v08,Whole grains
BRA,19,48308.1,v08,Whole grains
CAN,19,7612.5,v08,Whole grains
CHN,19,538881.3,v08,Whole grains
DEU,19,29142.9,v08,Whole grains
EGY,19,14167.4,v08,Whole grains
GBR,19,20525.4,v08,Whole grains
GLB,19,1951914.4,v08,Whole grains
IND,19,347549.4,v08,Whole grains
ISR,19,1318.1,v08,Whole grains
JPN,19,38109.1,v08,Whole grains
MEX,19,1841.6,v08,Whole grains
NGA,19,6589.0,v08,Whole grains
NZL,19,2116.6,v08,Whole grains
ROU,19,10866.2,v08,Whole grains
TUR,19,23706.4,v08,Whole grains
USA,19,114332.0,v08,Whole grains
ZAF,19,950.2,v08,Whole grains
AUS,20,10644.1,v08,Whole grains
BGD,20,110029.4,v08,Whole grains
BGR,20,5369.7,v08,Whole grains
BRA,20,54410.6,v08,Whole grains
CAN,20,8558.9,v08,Whole grains
CHN,20,605155.3,v08,Whole grains
DEU,20,32384.0,v08,Whole grains
EGY,20,15817.9,v08,Whole grains
GBR,20,22855.2,v08,Whole grains
GLB,20,2190894.2,v08,Whole grains
IND,20,388242.2,v08,Whole grains
ISR,20,1482.6,v08,Whole grains
JPN,20,42178.4,v08,Whole grains
MEX,20,2078.7,v08,Whole grains
NGA,20,7466.7,v08,Whole grains
NZL,20,2361.3,v08,Whole grains
ROU,20,11895.6,v08,Whole grains
TUR,20,26522.2,v08,Whole grains
USA,20,127919.1,v08,Whole grains
ZAF,20,1066.2,v08,Whole grains
AUS,21,11814.7,v08,Whole grains
BGD,21,121715.0,v08,Whole grains
BGR,21,5828.4,v08,Whole grains
BRA,21,60777.4,v08,Whole grains
CAN,21,9542.4,v08,Whole grains
CHN,21,673977.4,v08,Whole grains
DEU,21,35712.6,v08,Whole grains
EGY,21,17530.5,v08,Whole grains
