iso3,outcome,glp1_channel,conv_wt,deaths,deaths_lo,deaths_hi,rate_per_100k
JPN,T2D,纯直接效应-结构不可及,0.0,89.70424987845138,40.579976316967674,147.4240045248261,0.09090002570302953
MEX,CKD,完全汇流-结构可及,1.0,14897.44145677656,4811.612433468226,31835.844881311907,18.883117479416605
MEX,ICH,基本不汇流-结构近乎不可及,0.024,709.8430670737877,-49.71114722595132,1482.7221749905075,0.8997551738259383
MEX,ICH,完全汇流-结构可及,1.0,724.3894982457783,0.9691042871492518,2498.963279325374,0.9181933713865
MEX,ICH,纯直接效应-结构不可及,0.0,-1035.1483759959976,-4161.689467719892,1635.3881459084992,-1.3120929824945382
MEX,ICH,部分汇流-结构小部可及,0.119,129.87863682587235,-6.1985359260272235,529.9471476055494,0.16462649404363527
MEX,IHD,基本不汇流-结构近乎不可及,0.006,9800.522701932992,-19409.67198544734,38580.41861283842,12.422564107886316
MEX,IHD,完全汇流-结构可及,1.0,7375.798246731871,12.93933180737744,24470.360874568058,9.349126506159756
MEX,IHD,纯直接效应-结构不可及,0.0,24858.74289646131,-1245.4939638781784,57673.36824665301,31.509475225423095
MEX,IHD,部分汇流-结构小部可及,0.2012,39710.17831150533,8376.827289205055,73590.1322169479,50.334278161814375
